title,cpc_i,asignee,filing_date,patent_no,relevancy,category
Adjustable unmanned aerial vehicles,G05D1/0858;B64C39/024;B64D31/06;B64C27/00;B64C1/30,"Amazon Techonlogies, Inc.",2014-08-25,9676477,70.943985,Aviation
UNMANNED AERIAL VEHICLE HAVING AN ONBOARD CLEANING DEVICE,G05D1/0094;B64U10/14;B64U30/21,Unknown,2014-08-20,20160052644,68.07317,Aviation
FLIGHT CONTROL SYSTEM FOR UNMANNED AERIAL VEHICLE,B64D43/00;B64C39/024,Unknown,2014-08-19,20150073624,69.137085,Aviation
CONVERTIBLE UNMANNED AERIAL VEHICLE,B60F5/02;B64C39/024,"FourthWing Sensors, LLC",2014-08-07,20160244160,69.64532,Aviation
LANDING PLATFORM FOR AN UNMANNED AERIAL VEHICLE,B60L53/30;B64U70/99;B64C39/024;B64U10/20;B64U70/97;B64U80/25;B60L53/18;B60L53/14;B64F1/007;B64C25/52,TELECOM ITALIA S.p.A.,2014-08-05,20170217323,69.960205,Aviation
PROJECTION ASSEMBLIES FOR USE WITH UNMANNED AERIAL VEHICLES,G03B21/56;G03B37/06;G03B21/567;G03B21/565;G03B21/10;G03B21/28;B64U10/14;G03B21/562;G03B37/00;G03B21/62,"DISNEY ENTERPRISES, INC.",2014-07-31,20160033855,65.92078,Aviation
PORTABLE DEVICE CONTROLLING UNMANNED AERIAL VEHICLE AND METHOD OF CONTROLLING THEREFOR,G06F3/013;H04N5/28;H04N23/632;G06F3/04815;G06F3/0488;G05D1/0094;H04N23/631;H04N23/66,Unknown,2014-07-23,20150341540,64.750725,Aviation
DEPLOYMENT CRITERIA FOR UNMANNED AERIAL VEHICLES TO IMPROVE CELLULAR PHONE COMMUNICATIONS,H04W28/0289;H04B7/18504;H04M15/8038;H04W24/02;H04W16/26;H04W64/006;H04B7/2606;H04M15/68;H04W16/00;H04W16/18;H04W84/06;G06Q30/0201,International Business Machines Corporation,2014-07-22,20160028471,65.86231,Aviation
Unmanned aerial vehicle,Unknown,"Merrill Aviation, Inc.",2014-07-14,D725548,72.12123,Aviation
UNMANNED AERIAL VEHICLE (UAV) WITH INTER-CONNECTING WING SECTIONS,B64U50/31;H02S10/40;B64C3/56;B64U30/14,Unknown,2014-07-14,20150014482,65.15032,Aviation
UNMANNED AERIAL VEHICLE CONTROL APPARATUS AND METHOD,G05D1/0038;H04L67/141;G01S19/00;G03B15/006;G05D1/0094;B64D47/08;G05D1/0016;H04L67/12;G01S19/485;G05D1/0033;H04W4/00;B64C39/024,Unknown,2014-06-26,20150316927,66.74526,Aviation
MICRO UNMANNED AERIAL VEHICLE AND METHOD OF CONTROL THEREFOR,B64C19/00;G01S15/06;G01S15/8929;G01S15/89;G01S15/8993;G05D1/102;G05D1/106;B64U10/80;G05D1/0202;B64C39/024;G05D1/0088;G01S15/93;G01S15/88;G01S15/8913;B64C39/028,Unknown,2014-06-20,20150160658,66.94762,Aviation
OPTICAL IMAGE MONITORING SYSTEM AND METHOD FOR UNMANNED AERIAL VEHICLES,G06T7/0002;H04N23/90;B64D45/00;B64C39/024;B64D45/0005;G06F18/00,"Appareo Systems, LLC",2014-06-09,20140347482,65.57383,Aviation
UNMANNED AERIAL VEHICLE INVENTORY SYSTEM,H04N7/185;G05D1/102;G06Q10/087,Unknown,2014-06-04,20140354809,70.417366,Aviation
HEADING GENERATION METHOD AND SYSTEM OF UNMANNED AERIAL VEHICLE,B64C39/024;G05D1/101;G08G5/0069;G08G5/0039;G08G5/0034;G05D1/0808;G05D1/0094;G05D1/0044,"SZ DJI TECHNOLOGY CO., LTD.",2014-05-30,20170083027,66.172066,Aviation
UNMANNED AERIAL VEHICLE PLATFORM,G05D1/1062;G05D1/106;G05D1/101;G05D1/1064;B64U10/14;G06Q10/00;B64C39/024,Verizon Patent and Licensing Inc.,2014-05-20,20150336667,71.36645,Aviation
IDENTIFYING UNMANNED AERIAL VEHICLES FOR MISSION PERFORMANCE,B64C39/024;G08G5/0069;G05D1/104;G05D1/0027;G08G5/0082;G01C21/20;G08G5/0034;G08G5/0078;G06Q10/047;G08G5/0091,Verizon Patent and Licensing Inc.,2014-05-20,20160247404,69.541176,Aviation
DYNAMIC SELECTION OF UNMANNED AERIAL VEHICLES,G08G5/0043;G08G5/0069;G08G5/006;G08G5/0039;G01S5/0027;B60L8/003;B64C39/024;G08G5/0013;H04B7/18506;B60L50/52;G08G5/0056;G05D1/106;G06Q50/40;G08G5/0091;G08G5/0034;G01C21/20;G06Q10/06,Verizon Patent and Licensing Inc.,2014-05-20,20150379874,69.39477,Aviation
UNMANNED AERIAL VEHICLE NETWORK-BASED RECHARGING,G01C21/343;G01C21/3415;G08G5/0086;G06Q10/00;B64U50/35;G01C21/20;G08G5/0026;G08G5/0069;G08G5/0078;G08G5/045;G05D1/106;G08G5/0013,Verizon Patent and Licensing Inc.,2014-05-20,20150336669,69.137085,Aviation
SCHEDULING OF UNMANNED AERIAL VEHICLES FOR MISSION PERFORMANCE,G06Q10/0631;G08G5/006;G08G5/045;H04L67/12;B64D47/08;G05D1/104;G08G5/0069;G08G5/0013;G08G5/0026;G06Q10/06;G08G5/0034;B64C39/024,Verizon Patent and Licensing Inc.,2014-05-20,20160216711,68.764206,Aviation
ACCOMMODATING MOBILE DESTINATIONS FOR UNMANNED AERIAL VEHICLES,G08G5/0034;H04W12/068;H04W4/027;G08G5/0039;H04W4/029;G08G5/0069;G08G5/0013;H04W4/024;G08G5/0043;B64C39/024;G06Q10/083,Verizon Patent and Licensing Inc.,2014-05-20,20160196525,68.08042,Aviation
SECURE COMMUNICATIONS WITH UNMANNED AERIAL VEHICLES,H04L61/5007;G08G5/0086;G08G5/0069;G08G5/0043;H04B7/18506;G08G5/006;G08G5/0026;G08G5/0039;G08G5/0082;G08G5/0013;G06Q10/083;G08G5/0056;G08G5/0095;G08G5/0091;G08G5/0034,Verizon Patent and Licensing Inc.,2014-05-20,20160300495,67.96032,Aviation
SECURE PAYLOAD DELIVERIES VIA UNMANNED AERIAL VEHICLES,G08G5/0026;B64C39/024;G08G5/006;G08G5/0013;G08G5/0069;B64D1/02;G06Q10/08355;G08G5/0034,Verizon Patent and Licensing Inc.,2014-05-20,20160189101,66.874954,Aviation
UNMANNED AERIAL VEHICLE IDENTITY AND CAPABILITY VERIFICATION,B64C39/024;G08G5/0069;B64U10/13;G08G5/0086;G08G5/0078;G08G5/0082;G08G5/0039;G08G5/0034,Verizon Patent and Licensing Inc.,2014-05-20,20160125740,66.74526,Aviation
USER INTERFACES FOR SELECTING UNMANNED AERIAL VEHICLES AND MISSION PLANS FOR UNMANNED AERIAL VEHICLES,G05D1/0094;G06Q10/083;G08G5/0043;G08G5/0026;G08G5/0039;G08G5/0034;G08G1/00;G08G5/0069;G05D1/00,Verizon Patent and Licensing Inc.,2014-05-20,20160111006,66.30582,Aviation
"UNMANNED AERIAL VEHICLE FLIGHT PATH DETERMINATION, OPTIMIZATION, AND MANAGEMENT",B64C39/024;G06Q10/00;G05D1/0011;G05D1/0005;G05D1/00,Verizon Patent and Licensing Inc.,2014-05-20,20150336668,65.928474,Aviation
UTILIZATION OF THIRD PARTY NETWORKS AND THIRD PARTY UNMANNED AERIAL VEHICLE PLATFORMS,G08G5/0013;G08G5/0026;G08G5/0034;G08G5/0069;G08G5/006;G08G5/0043;H04W12/068;H04W36/30;G08G5/0056;G08G5/0039;H04W12/08;G08G5/0086;G08G5/0091;G06Q10/083;G08G5/0082;G06F16/29,Verizon Patent and Licensing Inc.,2014-05-20,20160300492,64.01473,Aviation
INFORMATION COLLECTION AND COMPONENT/SOFTWARE UPGRADES FOR UNMANNED AERIAL VEHICLES,G06Q10/083;G08G5/0013;H04L67/12;G08G5/0034;G08G5/0043;G08G5/0091;H04L67/125;G08G5/0069;G08G5/0039;G05D1/106;G08G5/0082;H04L67/34,Verizon Patent and Licensing Inc.,2014-05-20,20160217694,63.666897,Aviation
Launch Tube Restraint System For Unmanned Aerial Vehicle (UAV),F41F3/052;F41F3/00;B64U70/50;B64F1/04;B64F1/06;F41F3/073;B64C39/024;F41B11/80;F41F3/042,Unknown,2014-05-19,20150267996,66.94762,Aviation
Unmanned aerial vehicle,Unknown,"Rapid Unmanned Aerial System, LLC.",2014-05-12,D770940,73.68195,Aviation
UNMANNED AERIAL VEHICLE LAUNCH SYSTEM,G05D1/0016;G05D1/0202;G05D1/102;G02B27/0172;H04L12/00;G05D1/0022;G05D1/0038;B64C39/024,Unknown,2014-05-06,20160137312,68.35544,Aviation
DEVICE AND METHOD FOR USE WITH UNMANNED AERIAL VEHICLES,B64C39/024;B60L53/14;B60L50/52;B64U80/25;B60L3/12;B60L58/10;B60L53/30;B64U50/39;B60L53/80;B60L3/0046;B64F1/04,Unknown,2014-04-29,20140319272,67.08352,Aviation
BATTERY AND UNMANNED AERIAL VEHICLE WITH THE BATTERY,B60L53/80;H02J7/00;B60L58/22;B60L58/15;B64C39/024;B60L58/12,"SZ DJI TECHNOLOGY CO., LTD",2014-04-25,20150158392,66.74526,Aviation
Unmanned aerial vehicle (UAV) with multi-part foldable wings,B64C3/56;B64U70/50;B64C39/024;F42B10/16;B64D47/08;F42B10/14;B64F1/04,BIRD AEROSPACE LLC,2014-04-24,9789950,63.84461,Aviation
Unmanned aerial vehicle,Unknown,PRECISIONHAWK INC.,2014-04-11,D730244,73.3065,Aviation
Unmanned aerial vehicle,Unknown,PRECISIONHAWK INC.,2014-04-11,D729694,70.85337,Aviation
METHOD AND DEVICE FOR MEASURING FLIGHT PARAMETERS OF AN UNMANNED AERIAL VEHICLE,G06V10/454;G06V20/13;G06V20/17;G06V30/2504;G01P3/38;B64D47/08;B64C39/024;G06T7/246;G06V10/44,"SZ DJI TECHNOLOGY CO., LTD.",2014-04-10,20170038405,65.10965,Aviation
POWER AND DATA TRANSMISSION OVER THIN CONDUCTOR FOR UNMANNED AERIAL VEHICLE,H02M3/33523,"Hoverfly Technologies, Inc.",2014-04-08,20160185456,63.532284,Aviation
TECHNIQUES FOR EMPLACING AN UNMANNED AERIAL VEHICLE LAUNCHER PRIOR TO LAUNCHING AN UNMANNED AERIAL VEHICLE,B64F1/06;B64C39/024;B64U10/00,AAI CORPORATION,2014-03-26,20160137313,66.687386,Aviation
UNMANNED AERIAL VEHICLE AND DATA PROCESSING METHOD THEREOF,G05D1/0077;H02P5/46;B64C39/024;G05D1/101,"SZ DJI TECHNOLOGY CO., LTD.",2014-03-14,20170025971,65.14637,Aviation
UNMANNED AERIAL VEHICLE AND METHODS FOR CONTROLLING SAME,G06T11/206;G08G5/0013;G06T1/0014;G05D1/104;G06T11/60;G08G5/0069;G05D1/042;G08G5/0039;H04L67/12;H04W4/025;G05D1/0088;H04Q9/00;G05D1/0094;B64C39/024,"Airphrame, Inc.",2014-03-11,20140316616,66.9209,Aviation
METHOD FOR SHOOTING A PERFORMANCE USING AN UNMANNED AERIAL VEHICLE,G05D1/101;H04N5/28;G03B15/07;G03B15/006,THOMSON LICENSING,2014-03-10,20140267777,67.01491,Aviation
LAUNCHING AN UNMANNED AERIAL VEHICLE USING A HAND-HELD WEAPON,B64F1/04;B64U70/50;B64C39/024,AAI CORPORATION,2014-02-24,20160009412,65.86231,Aviation
STOWABLE AND DEPLOYABLE UNMANNED AERIAL VEHICLE,B64U80/50;B64U20/40;B64U20/65;B64C39/02;B64C3/56;B64C1/30;B64C39/024;B64U30/14,Northrop Grumman Systems Corporation,2014-02-13,20150225072,69.541176,Aviation
Unmanned aerial vehicle with twin-engine fore/AFT configuration and associated systems and methods,B64D37/04;B64U20/00;B64C39/024;B64D27/08,Unknown,2014-01-13,9527597,60.82103,Aviation
CHARGING SYSTEM FOR BATTERY-POWERED UNMANNED AERIAL VEHICLES,B60L53/00;B60L53/80,The Boeing Company,2014-01-02,20150183326,66.874954,Aviation
An Unmanned Aerial Vehicle,B64C11/48;B64U30/24;B64C27/10;B64U10/20;B64C27/08;B64C29/02;A63H27/12;B64C39/024,Unknown,2013-12-24,20160272313,71.41031,Aviation
"PROPULSION, ELECTRICAL, AND THERMAL MANAGEMENT DEVICE FOR A SMALL UNMANNED AERIAL VEHICLE",B64C39/024;B64D41/00;B64D27/02;B64D27/24;B64D13/06;B64D35/00;B64D27/10;F02C7/32;B64U50/20;F25B27/00;B64U20/92,"Rolls-Royce Corporation,Rolls-Royce North American Technologies, Inc.",2013-12-18,20150001339,62.684048,Aviation
METHODS FOR LAUNCHING AND LANDING AN UNMANNED AERIAL VEHICLE,G05D1/0676;G05D1/0011;A63H27/12;B64U80/30;B64U10/10;B64U10/14;B64U20/80;B64U50/00;G05D1/0669;B64U70/10;B64U60/20;B64U70/95;B64C39/024,Unknown,2013-12-13,20160313742,66.305145,Aviation
Method and System for Landing of Unmanned Aerial Vehicle,G05D1/0858;G05D1/0676;G06T7/74;G01S19/49;G01S19/485,KOREA AEROSPACE RESEARCH INSTITUTE,2013-12-06,20150051758,67.50823,Aviation
Wireless Remote Energy Supply for Unmanned Aerial Vehicles,H02J50/60;H02J7/35;H02J50/30;H02J50/40;H04B10/807;G02B19/0085,Unknown,2013-12-02,20150311755,69.53185,Aviation
UNMANNED AERIAL VEHICLE AND OPERATIONS THEREOF,B64C27/08;B64C25/06;B64D31/14;G01V3/16;G05D1/00;B64D43/00;B64U10/14;B64C25/32;B64C39/024;G01R33/0047;B64C27/54;B64C27/00;B64C1/30,"SZ DJI Technology Co., Ltd",2013-11-27,20140131510,68.764206,Aviation
GENERATING A THREE-DIMENSIONAL MODEL OF AN INDUSTRIAL PLANT USING AN UNMANNED AERIAL VEHICLE,B64C39/02;H04N5/33;B64U20/87,Honeywell International Inc.,2013-11-27,20150145954,62.448868,Aviation
EVALUATING AILERON DEFLECTION WHILE AN UNMANNED AERIAL VEHICLE IS IN FLIGHT,B64C13/16;G05D1/0055,AAI Corporation,2013-11-21,20150142223,66.94762,Aviation
COMBINATION OF UNMANNED AERIAL VEHICLES AND THE METHOD AND SYSTEM TO ENGAGE IN MULTIPLE APPLICATIONS,B64C39/024;H04L67/12;B64D47/08;G05D1/0011;B64D5/00;G05D1/104,Unknown,2013-11-08,20160214717,62.948772,Aviation
Fueling station for unmanned aerial vehicle of the vertical takeoff types,B67D7/78;B67D7/845;B67D7/02;B64U70/90;B64C39/024;B67D7/0401,Unknown,2013-11-01,9815684,64.51865,Aviation
UNMANNED AERIAL VEHICLE ANGULAR REORIENTATION,B64C39/024;B64C13/16;F41G7/2293;F41G7/2253;G05D1/12;F41G7/2286;B64U20/87,"AEROVIRONMENT, INC.",2013-09-03,20140172200,69.960205,Aviation
VISUAL LOCALIZATION OF UNMANNED AERIAL VEHICLES BASED ON MARKER DETECTION AND PROCESSING,B64D47/06;B64U70/95;G06V10/245;B64U70/50;B64C39/02;G06T7/73;B64C19/00;G06K19/06131;G05D1/104;G06V20/13,"Disney Enterprises, Inc.",2013-07-25,20150032295,63.734207,Aviation
Unmanned Aerial Vehicle and a Method for Landing the Same,B64C25/32;G05D1/0808;B64C39/024;G05D1/0011;B64C13/18;G05D1/0676;B64U10/25,"Singapore Technologies Aerospace Ltd,DSO National Laboratories",2013-06-24,20160179097,70.43723,Aviation
UNMANNED AERIAL VEHICLE,H05K1/0268;B64D47/08;B64C39/024;H05K1/14;B64U20/83,WINEHAWK INC.,2013-05-13,20140332620,71.32672,Aviation
Unmanned aerial vehicle,Unknown,PrecisionHawk Inc.,2013-05-13,D706678,70.13901,Aviation
TRANSPORTATION USING NETWORK OF UNMANNED AERIAL VEHICLES,H04B7/18506;G05D1/104;G05D1/0088;G08G5/0069;G06Q10/083,SINGULARITY UNIVERSITY,2013-05-08,20140032034,68.08818,Aviation
SYSTEM AND METHOD FOR CONTROLLING UNMANNED AERIAL VEHICLES,G08G5/0069;G05D1/0027;H04W4/023;G08G5/0026;H04W4/42;H04N7/181;H04W4/024;G08C17/00;H04W4/029;B64C39/024;H04N7/185;H04W4/027;G05D1/0044,Unknown,2013-05-06,20150142211,66.305145,Aviation
METHOD AND APPARATUS FOR EXTENDING THE OPERATION OF AN UNMANNED AERIAL VEHICLE,B60L53/80;G05D1/00;B64U50/39;B64U10/14;B64C39/024,The Boeing Company,2013-04-26,20140129059,66.893814,Aviation
SPOOLER FOR UNMANNED AERIAL VEHICLE SYSTEM,B64U10/60;B64C39/022;B64C39/024;H02G11/02;B64D47/08;B64F3/00,"CyPhy Works, Inc.",2013-03-15,20140263852,68.35544,Aviation
METHOD FOR IMPROVING GROUND TRAVEL CAPABILITY AND ENHANCING STEALTH IN UNMANNED AERIAL VEHICLES,B64C25/405;B64C39/024,BOREALIS TECHNICAL LIMITED,2013-02-19,20130214089,64.57446,Aviation
CONTROLLING UNMANNED AERIAL VEHICLES AS A FLOCK TO SYNCHRONIZE FLIGHT IN AERIAL DISPLAYS,G08G5/0039;G08G5/04;G05D1/104;G08G5/0013;G08G5/0034;B64C39/024;G05D1/0808;G08G5/0021;G05D1/0027;G08G5/045;B64D47/02;G08G5/0008,"DISNEY ENTERPRISES, INC.",2013-02-15,20140249693,65.664154,Aviation
"INTEGRATION OF HIGH-EFFICIENCY, LIGHTWEIGHT SOLAR SHEETS ONTO UNMANNED AERIAL VEHICLE FOR INCREASED ENDURANCE",B60L53/51;B64U50/31;B64C39/024;H02S10/40;B64D27/24;B60L8/003;H01L31/046;B64U20/30,Unknown,2013-02-15,20130285440,61.66982,Aviation
UNMANNED AERIAL VEHICLE,B64U50/34;B64U50/13;B64C39/024;G05D1/105;G05D1/0005;B64C31/02;B64C31/024;B64C19/00,THE BOEING COMPANY,2013-02-14,20140129056,71.32672,Aviation
METHOD AND DEVICE FOR CONTROLLING AND MONITORING THE SURROUNDING AREAS OF AN UNMANNED AERIAL VEHICLE (UAV),G05D1/0044;B64C19/00;G05D1/0038,Prox Dynamics AS,2013-01-25,20140067162,61.432793,Aviation
Providing a medical support device via an unmanned aerial vehicle,A61B50/31;B64C39/024;G05D1/102;G16H40/20;B64U30/29;B64U10/14;B64D1/22,Google Inc.,2013-01-02,8948935,65.70325,Aviation
Providing emergency medical services using unmanned aerial vehicles,G06Q10/083;G05D1/102;G05D1/104;H04L67/12;B64C39/024;G08G5/0069;B64C19/00;B64D1/08;B64C29/00,Google Inc.,2012-12-28,9051043,64.97911,Aviation
Multi-part navigation process by an unmanned aerial vehicle for navigating to a medical situatiion,B64C19/00;B64C39/024;G05D1/12;G05D1/00;G08G5/0069,Google Inc.,2012-12-28,8930044,64.79274,Aviation
Unlocking mobile-device and/or unmanned aerial vehicle capability in an emergency situation,G05D1/0011;G16H40/20;B64U10/14;B64C39/024,Google Inc.,2012-12-28,8983682,63.699974,Aviation
METHOD OF LANDING OF A SURVEILLANCE UNMANNED AERIAL VEHICLE AND A SURVEILLANCE UNMANNED AERIAL VEHICLE,B64D1/08;B64C39/024;B60V1/00,WB Electronics S.A.,2012-11-30,20140151508,63.998756,Aviation
Counter-unmanned aerial vehicle system and method,F41H11/04;B64C39/024;B64F1/0295;B64C25/68;B64U30/21;B64F1/027,Lockheed Martin Corporation,2012-11-21,9085362,67.91502,Aviation
Auto-injector countermeasure for unmanned aerial vehicles,G05D1/12;B64D47/08;B64U20/87;F41H13/00;F41H11/02,Lockheed Martin Corporation,2012-11-19,9175934,66.71026,Aviation
COMPUTING DEVICE AND METHOD FOR CONTROLLING UNMANNED AERIAL VEHICLE IN FLIGHT SPACE,G07C5/008;G05D1/0016;B64C19/00;G06F3/017;B64C39/024,"HON HAI PRECISION INDUSTRY CO., LTD.",2012-11-13,20130253733,62.59773,Aviation
UNMANNED AERIAL VEHICLE WEAPON ADAPTER,B64D7/06;F41A19/59;F41F3/06;F41A23/20;F41A25/22;F41A25/12;F41A19/08;F41A19/58;F41F3/065;F41A23/005,Alliant Techsystems Inc.,2012-10-30,20140150631,70.591415,Aviation
CONTROL SYSTEM FOR UNMANNED AERIAL VEHICLE UTILIZING PARALLEL PROCESSING ARCHITECTURE,G05D1/0088;G05D1/0858,"Hoverfly Technologies, Inc.",2012-10-24,20130110325,65.03757,Aviation
Unmanned Aerial Vehicle and Method of Operation,B64C29/00;B64C39/024;B64U10/25;B64C29/0033,"AEROVIRONMENT, INC.",2012-10-19,20130099048,68.67683,Aviation
UNMANNED AERIAL VEHICLE,B64C29/02;B64U30/295;B64C13/24;B64C27/08;B64U60/70;A63H27/12;B64C39/02;B64C39/024;G05D1/0669;B64U10/20,SINGAPORE TECHNOLOGIES AEROSPACE LTD,2012-09-14,20140217229,74.52765,Aviation
METHOD OF CONTROLLING OPERATION OF AN UNMANNED AERIAL VEHICLE,B64D31/02;B64D31/06;B64C39/024,Unknown,2012-06-29,20140249694,68.764206,Aviation
ASYMMETRICAL SINGLE MAIN ROTOR UNMANNED AERIAL VEHICLE,B64U50/12;B64C39/024;B64C27/82;B64U10/17;B64C39/029;B64C27/12;B64C27/06,SIKORSKY AIRCRAFT CORPORATION,2012-06-25,20140008486,68.07317,Aviation
UNMANNED AERIAL VEHICLE IMAGE PROCESSING SYSTEM AND METHOD,G01C11/04;G06T3/4038,Unknown,2012-06-15,20120320203,65.69959,Aviation
ENVIRONMENTAL SAMPLING WITH AN UNMANNED AERIAL VEHICLE,B64C39/024;G01N1/2273;B64U30/294,HONEYWELL INTERNATIONAL INC.,2012-05-07,20130292512,68.65408,Aviation
SYSTEM AND METHOD FOR CONTROLLING UNMANNED AERIAL VEHICLE,H04N23/635;G05D1/0094;G08G5/0069;H04N23/67,"HON HAI PRECISION INDUSTRY CO., LTD.",2012-03-30,20120307042,66.23754,Aviation
UNMANNED AERIAL VEHICLE LAUNCH SYSTEM,B64C39/024;B64U70/50;B63G8/30,Sparton Corporation,2012-02-07,20120205488,70.83446,Aviation
Unmanned aerial vehicle,Unknown,"Unmanned Systems, Inc.",2011-11-09,D665331,70.65236,Aviation
QUAD TILT ROTOR VERTICAL TAKE OFF AND LANDING (VTOL) UNMANNED AERIAL VEHICLE (UAV) WITH 45 DEGREE ROTORS,B64U30/297;B64U10/14;B64C39/024,King Abdullah II Design and Development Bureau,2011-10-31,20130105635,56.29501,Aviation
SYSTEM AND METHOD FOR CONTROLLING UNMANNED AERIAL VEHICLE IN FLIGHT SPACE,G05D1/0033,"HON HAI PRECISION INDUSTRY CO., LTD.",2011-10-28,20120215382,66.79339,Aviation
SYSTEMS AND DEVICES FOR REMOTELY OPERATED UNMANNED AERIAL VEHICLE REPORT-SUPPRESSING LAUNCHER WITH PORTABLE RF TRANSPARENT LAUNCH TUBE,B64U70/50;F42B39/14;B64F1/06;F41A21/02;F41F1/00;B64C39/024;B64F1/04;F41F3/042,Unknown,2011-09-09,20110315817,56.84994,Aviation
Systems and methods for using unmanned aerial vehicles,G06Q30/02;G06Q10/00;G06Q40/00;G06Q40/08;G06Q50/16,United Services Automobile Association,2011-08-26,8346578,66.33169,Aviation
UNMANNED AERIAL VEHICLE AND CONTROL METHOD THEREOF,G05D1/0033,"HON HAI PRECISION INDUSTRY CO., LTD.",2011-06-27,20120221180,67.9048,Aviation
UNMANNED AERIAL VEHICLE AND METHOD FOR ADJUSTING FLIGHT DIRECTION OF THE SAME,G05D1/0033,"HON HAI PRECISION INDUSTRY CO., LTD.",2011-06-24,20120221179,64.625854,Aviation
CONTROL DEVICE AND METHOD FOR ADJUSTING FLIGHT DIRECTION OF UNMANNED AERIAL VEHICLE USING THE SAME,G05D1/0033,"HON HAI PRECISION INDUSTRY CO., LTD.",2011-06-10,20120221176,62.62647,Aviation
UNMANNED AERIAL VEHICLE SYSTEM,F42B15/08;H04N7/183;B64C39/024;F41F3/045;F41F3/042;F42B15/10,L2 Aerospace,2011-05-31,20120043411,71.25234,Aviation
METHOD AND SYSTEM FOR STEERING AN UNMANNED AERIAL VEHICLE,G05D1/101;B64C39/024;B64C19/00;G05D1/0094,SAAB AB,2011-05-26,20140200744,67.53641,Aviation
METHOD AND SYSTEM FOR STEERING AN UNMANNED AERIAL VEHICLE,G05D1/101;B64C39/024;B64C19/00;G05D1/0094,SAAB AB,2011-05-26,20140200744,67.46989,Aviation
ELECTRONIC DEVICE AND METHOD FOR CONTROLLING UNMANNED AERIAL VEHICLE,G05D1/0044;B64C39/024;G05D1/0038,"HON HAI PRECISION INDUSTRY CO., LTD.",2011-05-19,20120089274,65.57513,Aviation
Unmanned Aerial Vehicle Control Using a Gamepad,G05D1/0016;G05D1/0044,Raytheon Company,2011-05-03,20120280087,69.832924,Aviation
Unmanned Aerial Vehicle Based Sonar Buoy,B64C39/024;F41F1/08;B64U70/50;F42B15/10;F41F3/042,"Elbit Systems of America, LLC",2011-04-29,20120138727,68.57109,Aviation
SYSTEM FOR CONTROL OF UNMANNED AERIAL VEHICLES,H04B7/18504;G05D1/0011;B64C39/024,EUROCOPTER DEUTSCHLAND GMBH,2011-02-22,20110208373,69.92785,Aviation
Unmanned aerial vehicle(UAV) recovery system,B64C39/024;B64F1/027,Unknown,2011-01-26,20120187243,69.137085,Aviation
Unmanned Aerial Vehicle Drag Augmentation by Reverse Propeller Rotation,B64C11/04;B64C11/08;B64C39/024;B64C11/002;G05D1/0676,Unknown,2011-01-14,20120181388,67.37294,Aviation
Micro-unmanned aerial vehicle deployment system,F42B15/10;B64C39/028;F42B12/60,The United States of America as represented by the Secretary of the Navy,2011-01-11,8708285,67.91502,Aviation
Quick release launch connector for micro unmanned aerial vehicle,F42B39/22;F41F3/052;B64F1/06,Unknown,2010-12-16,20110150565,67.01491,Aviation
ELECTRONICALLY FILE AND FLY UNMANNED AERIAL VEHICLE,G08G5/0034;G08G5/0069,Honeywell International Inc.,2010-12-02,20120143482,66.305145,Aviation
UNMANNED AERIAL VEHICLE CONTROL SYSTEMS,G08G5/04;B64C19/00;G05D1/0061;B64C39/024;G05D1/0088,Geneva Aerospace,2010-11-30,20110130913,71.13147,Aviation
UNMANNED AERIAL VEHICLE,G01M5/0091;G01N21/88;G01M5/0075;B64C39/024;G01M5/0033;G05D1/0094,Cyberhawk Innovations Limited,2010-11-17,20120262708,73.887054,Aviation
ELECTRONIC DEVICE AND METHOD FOR CONTROLLING UNMANNED AERIAL VEHICLE USING THE SAME,G05D1/0016;G05D1/0011,"HON HAI PRECISION INDUSTRY CO., LTD.",2010-11-03,20110320068,64.0524,Aviation
ELECTRONIC DEVICE AND METHOD FOR CONTROLLING UNMANNED AERIAL VEHICLE USING THE SAME,G05D1/0016,"HON HAI PRECISION INDUSTRY CO., LTD.",2010-10-20,20120016534,63.532284,Aviation
SYSTEMS AND METHODS FOR COLLISION AVOIDANCE IN UNMANNED AERIAL VEHICLES,G01S13/87;G01S13/933,Unknown,2010-10-18,20120092208,67.9621,Aviation
UNMANNED AERIAL VEHICLE,B64C39/064;B64C39/024,Unknown,2010-10-17,20120091284,72.74685,Aviation
Systems and Methods for Autonomous Operations of Unmanned Aerial Vehicles,B64F1/06;G01W1/08;B64F1/02,LOCKHEED MARTIN CORPORATION,2010-10-05,20120080556,68.21084,Aviation
Management System for Unmanned Aerial Vehicles,G05D1/0088;G01C23/00;G05D1/106,THE BOEING COMPANY,2010-09-14,20120065881,69.597084,Aviation
AUTONOMOUS COLLISION AVOIDANCE SYSTEM FOR UNMANNED AERIAL VEHICLES,G08G5/045;G05D1/106;G08G5/0069;G08G5/0086,GENEVA AEROSPACE INC.,2010-09-13,20100332136,68.185905,Aviation
Unmanned Aerial Vehicle Having Spherical Loading Portion and Unmanned Ground Vehicle Therefor,B64C39/024;B64U80/25;B64U70/97,Pusan National University Industry-University Cooperation Foundation,2010-09-01,20110068224,62.800095,Aviation
UNMANNED AERIAL VEHICLE AND METHOD FOR COLLECTING VIDEO USING THE SAME,H04N7/183;B64U70/90,"HON HAI PRECISION INDUSTRY CO., LTD.",2010-08-27,20110264311,66.79339,Aviation
